Response Id,Where did you attend SEO Scholars?,High School Graduation Year (Class),Group,Race/Ethnicity,Not listed (Race/Ethnicity ),Gender Identity:,Not listed (Gender Identity),What do you like most about SEO?,What do you dislike most about SEO?,I enjoy coming to SEO most of the time.,I try to do my best in my SEO courses.,My instructors’ expectations make me want to do my best.,What I learn in class helps me outside of SEO.,I take pride in my SEO work.,I am getting a high-quality education through SEO.,My classmates at SEO are supportive of me.,I am comfortable seeking assistance from my classmates at SEO.,I feel connected to my peers at SEO.,How would you rate the communication and support provided by SEO staff and instructors?,Did SEO meet your expectations in terms of content and quality?,Have you noticed any improvements in your academic performance since participating in SEO?,I would recommend SEO Scholars to a friend.,Why or why not?,Because your instructors ask or tell you to?,Even when your instructor doesn’t ask or tell you to?,Most students at SEO want to do well in class.,I really feel like part of the SEO community.,I can usually be myself around other students at SEO.,Most students at SEO are friendly to me.,Most adults at SEO treat students with respect.,Discipline at SEO is fair.,"Adults at SEO respect people from different backgrounds (e.g. people of different races, ethnicities, and genders).","If given the option, I believe that Weekday programming should:",Brightspace,Desmos,Hypothesis,Nearpod,What would make your experience on the platforms above better? Please explain below.,Navigating in and out of your Math courses to access ELA content,Navigating in and out of your ELA courses to access Math content,Process of submitting your Math assignments,Process of submitting your ELA assignments,Accessing your grades and instructor feedback on your work,"Since using Brightspace, what tools on the platform have you used so far:",Which tools did you find the most helpful on Brightspace this semester:,What would help make your experience on Brightspace better? Please explain below.,"Out of the following options, what motivates you most to learn?",How much time do you spend every day on school homework?,How much time do you spend every day on SEO assignments?,Check all the statements below regarding SEO assignments that apply to you:,How often do you experience situations or challenges that make it difficult to learn at home?,"If you want to share any more information on the challenges you're experiencing in your learning environment at home, please do so here.",How would you evaluate your overall academic experience with your instructors this semester?,My instructors have fair rules for the class and are extremely impartial.,My instructors ask each one of us whether we have understood what they taught and help us in case we have doubts.,Did your instructors at SEO encourage you to perform better?,Did your instructors guide you in setting personal targets and developing strategies to achieve that target?,"After each assignment, did your instructor help you in understanding ways to improve your work?",Try to be fair?,Are willing to give extra help on work if you need it?,"Are not just satisfied if you pass, they care if you’re really learning?",Believe that you can get a good grade if you try?,Connect what you’re learning in class with your life outside of SEO?,Make an effort to understand what your life is like outside of SEO?,The work that I do for my math classes is challenging and pushes me to learn new concepts and skills.,I look forward to my math class and this makes me happy that I joined SEO.,What I learned in this course is valuable to me.,I knew how to find math resources to help support my progress in this class.,"When asked to work with my classmates on a math problem, I contributed to conversations and shared my ideas.",I found it helpful to work with my classmates on math problems.,What is one big mathematical idea that you learned in this class?,"What activity, topic, or lesson was the most engaging or memorable for you in this class?","What activity, topic, or lesson felt the most confusing or difficult for you in this class?",My instructors made the material accessible for my needs as a learner.,The instructors explained concepts clearly and increased my level of understanding of the course material.,The questions my instructors asked challenged me to think more deeply and/or more critically.,My instructors valued and encouraged my engagement in the classroom.,I received feedback on my work that was helpful and timely.,"I feel seen, appreciated, and valued by my instructors.",I know my instructors believe in my ability to be academically successful.,I can tell that my Math instructor(s) understand the subjects that they are teaching.,The work that I do for my ELA classes is challenging and pushes me to learn new concepts and skills.,I look forward to my ELA class and this makes me happy that I joined SEO.,What I learned in this course is valuable to me.,I knew how to find ELA resources to help support my progress in this class.,"What activity, topic, or lesson was the most engaging or memorable for you in this class?","What activity, topic, or lesson felt the most confusing or difficult for you in this class?",My instructors made the material accessible for my needs as a learner.,The instructors explained concepts clearly and increased my level of understanding of the course material.,The questions my instructors asked challenged me to think more deeply and/or more critically.,My instructors valued and encouraged my engagement in the classroom.,I received feedback on my work that was helpful and timely.,"I feel seen, appreciated, and valued by my instructors.",I know my instructors believe in my ability to be academically successful.,I can tell that my ELA instructor(s) understand the subjects that they are teaching.,"This semester, how would you rate your Advisory/IE class experience at SEO?","What could we do to make the Advisory/IE curriculum at SEO more relevant, helpful and/or meaningful to you?","What would you change about the curriculum or instruction in Advisory/IE class that would improve your experience and success in your high school courses, personal life, and current and future academic pursuits?",How would you rate your opening circle experience in your most recent semester?,Please share the opening circle topics you enjoyed the most.,How would you rate your academic or college advising experience in your most recent semester?,I felt supported and known by my Program Manager/Student Advisor.,I felt comfortable going to my Program Manager/Student Advisor if I had a question or problem.,My Program Manager/Student Advisor was engaging and well-prepared during the Opening Circle.,The Program Manager/Student Advisor Hour sessions were useful to me.,My Program Manager/Student Advisor did a good job building community with me and my SEO peers.,I feel like I had the right amount of 1-on-1 advising meetings with my Program Manager/Student Advisor.,"Are there any specific practices or tools that you learned at SEO that have helped you in your high school and if so, what are they?",Is there anything else you would like to tell us about your SEO experience? Please provide any comments you’d like to share below.
16853,Site C,Class of 2017 (CO17),A,Asian or Pacific Islander,,Prefer not to say,,"I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,SEO is getting me ready for college or my career","SEO does not do enough to inspire me to be a good student,My classes don't do enough to challenge me to think critically",Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Good,Dissatisfied,I have not noticed any significant changes in my academic performance.,,,Always,Always,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,A hybrid of both in-person and online,Moderately Easy,Very Easy,N/A,N/A,Improving my navigation skills.,Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,"Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course",Email notifications from Brightspace,Perhaps quicker response because sometimes I think it is really slow.,Intrinsic motivation - When I have genuine interest in the topic,2-3 Hours,1 hour,"I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Sometimes,,Very Satisfied,Agree,Agree,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,I relearnt about trigonometry identities.,Trig identities.,None.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,SAT corner,None.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,College essay tips.,Nothing off the top of my head.,Excellent,I enjoyed all.,Good,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Study the campuses and all about the college.,Nothing
16838,Site C,Class of 2017 (CO17),A,Latinx,,Woman,,SEO is getting me ready for college or my career,I don't have enough supportive instructors who care about me and help me,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Good,Satisfied,I have seen slight improvements in my academic performance.,,,Always,Always,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Be fully online,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,,Moderately Easy,Moderately Easy,Moderately Difficult,Moderately Difficult,Moderately Difficult,Accessed my grades and instructor feedback on assignments,Email notifications from Brightspace,,Intrinsic motivation - When I have genuine interest in the topic,3-4 Hours,<2 Hours,"I find SEO scholars' assignments difficult and challenging to complete.,I am overwhelmed by the amount of assignments in the program.",Always,,Satisfied,Agree,Agree,Always,Always,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,,,,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,,,Excellent,,Good,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,,
16826,Site B,Class of 2017 (CO17),J,Black or African American,,Woman,,My classes challenge me to think critically,I don't feel adequately supported by SEO staff.,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Fair,Satisfied,I have not noticed any significant changes in my academic performance.,,,Sometimes,Sometimes,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Be fully online,Moderately Easy,Moderately Difficult,N/A,N/A,,Moderately Easy,N/A,Moderately Difficult,Moderately Easy,Very Difficult,"Checked due dates on the calendar tool,Accessed the scholar tech support link,Accessed my grades and instructor feedback on assignments",Email notifications from Brightspace,,Real-life relevance - When lessons incorporate real-world applications and examples,2-3 Hours,1 hour,"I find the assignments from SEO Scholars to be meaningful.,I find SEO scholars' assignments difficult and challenging to complete.,I am overwhelmed by the amount of assignments in the program.",Always,"I think my internet connection is the biggest since Ghana only has 3G network and has something know as ""light-off"" which is basically temporary blackouts in a specific neighborhood.",Satisfied,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,,,,,Good,Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,,
16788,Site B,Class of 2018 (CO18),F,Black or African American,,Man,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness",My classes don't do enough to challenge me to think critically,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Good,Satisfied,I have not noticed any significant changes in my academic performance.,Agree,If they wanna take on another challenge then I would of they want extra help.,Always,Always,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Remain in-person,Moderately Easy,Very Easy,Very Easy,Very Easy,Nothing really only that using Google classroom would make submitting work easier.,Very Easy,Very Easy,Moderately Difficult,Very Easy,Very Easy,"Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Email notifications from Brightspace,Due date reminders on Brightspace,Badges and awards for course completion",Using Google classroom,Intrinsic motivation - When I have genuine interest in the topic,<2 Hours,<2 Hours,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,Rarely,,Satisfied,Agree,Agree,Always,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Disagree,Agree,Disagree,Agree,Agree,Agree,Most of the lessons I have gone over already so it was more of a memory lane kinda class.,I like the board work we did in groups during focus tasks.,None,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Like math there wasn't anything I haven't done yet In the past so the class ran smoothly.,None,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Fair,With all respect the lessons were boring and didn't feel very interactive while going through them.,Connect the lessons back to us and how we will advance learning and talking about the situations.,Excellent,I loved the activities we did they were very interactive and forced us to collaborate which I liked.,Excellent,Agree,Agree,Agree,Agree,Agree,N/A,None,None
16771,Site C,Class of 2017 (CO17),,"Asian or Pacific Islander,Middle Eastern or North African",,Woman,,"I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness",My classes don't do enough to challenge me to think critically,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Good,Satisfied,I have not noticed any significant changes in my academic performance.,,,Sometimes,Sometimes,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Be fully online,Moderately Easy,Moderately Easy,N/A,N/A,,Moderately Easy,Moderately Easy,Moderately Difficult,Moderately Difficult,Moderately Easy,Accessed my grades and instructor feedback on assignments,"Course announcements,Due date reminders on Brightspace",,Intrinsic motivation - When I have genuine interest in the topic,1 hour,1 hour,"I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Sometimes,,Satisfied,Agree,Agree,Sometimes,Sometimes,Rarely,Always,Always,Sometimes,Always,Sometimes,Sometimes,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,,,Good,I liked the topics about time management.,Good,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,I learned more about time management and different strategies to manage my time better.,"I was not at summer academy because I was taking credit recovery for World History and Chemistry. It was somewhat difficult to do 2 classes fully online, but I managed to pass. I would like to get to know my new PM, when I join back in the fall for Saturday Academy. Thank you for understanding and I look forward to seeing you all in the fall."
16770,Site B,Class of 2017 (CO17),I,Latinx,,Woman,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",SEO does not provide me with enough opportunities to build community with my peers.,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Excellent,Satisfied,I have experienced noticeable improvements in my academic performance.,,,Always,Sometimes,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Be fully online,Moderately Easy,Very Easy,N/A,Moderately Easy,,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,"Checked due dates on the calendar tool,Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments",Course announcements,,Intrinsic motivation - When I have genuine interest in the topic,>5 Hours,1 hour,"I find the assignments from SEO Scholars to be meaningful.,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.",Never,,Very Satisfied,Strongly Agree,Strongly Agree,Always,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,I learned the Pythagorean identity and how to use it in trig proofs.,Graphing trig functions,"Since it was something new to me, learning how to use the Pythagorean identity in proofs was most challenging at first.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Learning how to use rhetorical devices in our writing,"The lesson when we went over transitions because although it wasn’t too difficult, I wish we had more time to go over them.",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Excellent,Going over more ways in which can combat oppression or help others in our communities,,Excellent,I enjoyed learning about failures and how they are a necessary part of our lives.,Good,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Agree,N/A,Reframing negative thoughts,"It would be nice if people in the same cohort, if not every scholar, could have the same lunch period because I didn’t get to see my friends as they all had a different lunch time than me."
16769,Site B,Class of 2017 (CO17),H,Latinx,,Woman,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",SEO is not getting me ready for college or my career,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Excellent,Satisfied,My academic performance has significantly improved.,,,Always,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Be fully online,Very Easy,Very Easy,N/A,Very Easy,,Very Easy,Very Easy,Very Easy,Very Easy,Moderately Easy,"Checked due dates on the calendar tool,Accessed the scholar tech support link,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Course announcements,Email notifications from Brightspace,Due date reminders on Brightspace",,"Goal setting - When I set clear, achievable objectives",2-3 Hours,2-3 Hours,"I find the assignments from SEO Scholars to be meaningful.,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I find SEO scholars' assignments difficult and challenging to complete.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.,I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Sometimes,,Satisfied,Agree,Agree,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,The Unit Circle.,Pythagorean identity and relationships between sine and cosine.,"Graphing cosine and sine, and the laws of cosine and sine.",Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Brainstorming our arguments for my op-ed.,Creating and revising my op-ed.,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Good,,I think Advisory could be a hobbies/career path time where we adventure and grow in our hobbies that may connect later in life to our career path.,Good,"Elevator pitch and defining failure, losing, and comebacks.",Good,Strongly Agree,Agree,Strongly Agree,N/A,Strongly Agree,N/A,"Yes, a specific practice that I learned and improved at SEO is test taking skills/timely finishing my test.",
16768,Site B,Class of 2018 (CO18),H,Asian or Pacific Islander,,Woman,,"SEO inspires me to do my best,I have supportive instructors who care about me and help me,Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",I don't feel adequately supported by SEO staff.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,Satisfied,I have experienced noticeable improvements in my academic performance.,Agree,SEO helped me with school and helped me get into top programs in my school.,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Remain in-person,Moderately Difficult,Moderately Easy,N/A,N/A,Not really used to brightspace more used to google classroom but i have a better understanding now then i had before.,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,Moderately Easy,"Adjusted my personal notification settings,Accessed the scholar tech support link,Downloaded the Brightspace Pulse App on my phone,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Email notifications from Brightspace,Badges and awards for course completion",Sending more time on brightspace.,"Goal setting - When I set clear, achievable objectives",2-3 Hours,2-3 Hours,"I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I usually find it difficult to complete assignments for the program because of extracurricular commitments.",Sometimes,,Satisfied,Agree,Agree,Always,Sometimes,Always,Always,Always,Always,Always,Sometimes,Always,Disagree,Agree,Agree,Agree,Agree,Agree,We learned about different functions.,The last math class of the day where we all do homework was most engaging and memorable because it helped all of us work together and bond.,The vertex lessons were a bit difficult.,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,when we learned about intelligence and race.,the long articles,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Good,to make the activities more flexible.,nothing,Good,our strengths and weaknesses.,Fair,Agree,Agree,Agree,Agree,Agree,Agree,the theory of intelligence was good help cause it helped me get into top programs in my school.,
16767,Site B,Class of 2017 (CO17),F,Latinx,,Woman,,"SEO inspires me to do my best,Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",I don't have enough supportive instructors who care about me and help me,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Good,Satisfied,I have seen slight improvements in my academic performance.,,,Always,Always,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Be fully online,Moderately Easy,Moderately Easy,N/A,Very Easy,"What would make my experience on the platforms above better is dealing with my Wifi. I do have WiFi and it’s not something that is always an issue, but because I had the Summer Agreement plan and performed all of my work online, having access to materials such as the focus task were difficult because some things never loaded. I had to email my instructor about that issue which was never resolved.",Very Easy,Very Easy,Very Easy,Very Easy,Very Easy,"Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course",Course announcements,"The home page should be updated everyday, such as having access to the opening circles. I had accessed to everything I needed, but since I wasn’t present for opening circles, having them be more accessible to not just me, but everyone else would be nice.","Goal setting - When I set clear, achievable objectives",3-4 Hours,2-3 Hours,"I find the assignments from SEO Scholars to be meaningful.,I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I find SEO scholars' assignments difficult and challenging to complete.,I am overwhelmed by the amount of assignments in the program.,I usually find it difficult to complete assignments for the program because of extracurricular commitments.,I usually find it difficult to complete assignments for the program because of the amount of work I have to complete for my high school classes.",Rarely,,Very Satisfied,Agree,Agree,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Always,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Because I never learned about geometry/really in depth trigonometry, I think just learning about SOHCAHTOA in the first class was a big mathematical idea that I learned since I used it for the rest of the semester.","I wasn’t present for Summer Academy, but based on the Desmos, the most engaging seemed to be the group projects.",The most confusing were the word problems.,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,The most engaging was the finding the evidence for our writing! I was able to watch videos sent by my instructor and connect them to my findings.,The most confusing part was trying to figure out how to continue with my writing since feedback wasn’t as accessible as it would’ve been if I were in person.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,"Although we will be going more into this next semester, just focusing more on our narrative more than anything else is crucial to have.","I would want Advisory to be an extension of ELA. The skills learnt in ELA reminded me so much of my AP Lang class, and for people who are about to take that class this coming school year, they would benefit having more of ELA than advisory.",Good,The topic that I have enjoyed the most were regarding networking because I now understand why it’s important and a crucial component as you’re transforming into a college student.,Excellent,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,The specific tools would be being able to connect with others more as I learnt about networking and its benefits.,Nope!
16766,Site B,Class of 2017 (CO17),D,Latinx,,Man,,"Students and staff treat each other with respect and fairness,My classes challenge me to think critically,SEO is getting me ready for college or my career",SEO does not provide me with enough opportunities to build community with my peers.,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Good,Satisfied,I have experienced noticeable improvements in my academic performance.,,,Always,Rarely,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,A hybrid of both in-person and online,Moderately Easy,Very Easy,N/A,Very Easy,Brightspace can be a bit confusing,Very Easy,Very Easy,Very Easy,Very Easy,Moderately Easy,"Adjusted my personal notification settings,Checked due dates on the calendar tool,Accessed my grades and instructor feedback on assignments,Accessed my instructor's narrative feedback once I complete the course","Email notifications from Brightspace,Due date reminders on Brightspace",An interactive calender,Social connections - When I have positive peer and teacher relationships,<2 Hours,1 hour,"I find the homework and assignments from SEO Scholars to be relevant and well-connected to my high school coursework.,I believe that the expectations of SEO High Scholars are manageable and reasonable (weekday time commitment, Saturday time commitment, workload, committee participation - eg. student government or curriculum corps, etc.)",Rarely,,Satisfied,Agree,Strongly Agree,Always,Always,Always,Always,Always,Sometimes,Always,Always,Sometimes,Agree,Agree,Agree,Agree,Agree,Strongly Agree,How to find the area and lengths of a triangle,using soh cah toa,Converting different values,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Researching for our essay,Drafting our essay,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Good,Less about our personal identities - repetitive,Focus more on college and life in general and how to succeed,Good,Networking,Good,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Strongly Agree,N/A,Tutoring,"No, my SEO experience was good!"
